Age Pensioners-Count,Persons Aged 65 Years and Over,Age Pensioners-Percent,SAL2 Code,SAL2 Name,Children in Welfare-Dependent and Other Low Income Families - Count?,Children in Welfare-Dependent and Other Low Income Families - Percent?,Disability Support Pensioners - Percent,Disability Support Pensioners - Percent,Health Care Card Holders - Count ,Health Care Card Holders - Percent,Pensioner Concession Card Holders - Count,Pensioner Concession Card Holders - Percent,Seniors Health Card Holders - Count,Seniors Health Card Holders - Percent,People Receiving an Unemployment Benefit - Count,People Receiving an Unemployment Benefit - Percent,People Receiving an Unemployment Benefit Long-Term - Count ,People Receiving an Unemployment Benefit Long-Term - Percent,Young People Aged 16 to 24 Receiving an Unemployment Benefit - Count ,Young People Aged 16 to 24 Receiving an Unemployment Benefit - Percent,Welfare-Dependent and Other Low Income Families With Children - Count ,Welfare-Dependent and Other Low Income Families With Children - Percent,Total Families
494.0687852,676.8370877,72.99670692,211051279,Monbulk - Silvan,192.0553097,15.12387735,4.080600957,153.7928399,358.1069992,7.107048068,775.6508447,17.08115183,55.72204344,8.232711306,104.0144811,2.759826734,23.77473854,3.346292464,140.4195495,3.725766091,109.5866854,7.062485037,1551.67317
1387,1833,75.66830333,211041271,Nunawading,291,12.84137306,4.61525002,349,721,7.336182336,1898,19.99367955,168,9.165302782,207,2.737411903,26,2.199871547,257,3.398622507,180,6.13706103,2933
1242.306219,1863.596358,66.66176471,211041272,Vermont,204.9955993,10.22666385,3.416570775,229.9349035,592.2399601,6.780458724,1606.529684,18.44266163,232.1273698,12.45588235,135.6588525,2.015736035,16.71755556,1.399471991,184.1671695,2.736514375,123.8743461,4.437027584,2791.831779
1432.378318,2148.725471,66.66176471,211041273,Vermont South,236.3598018,10.22666385,3.416570775,265.1148045,682.8523152,6.780458724,1852.327752,18.44266163,267.6427168,12.45588235,156.4145747,2.015736035,19.27533143,1.399471991,212.3446348,2.736514375,142.827046,4.437027584,3218.980349
749.8532881,1125.462237,66.62625038,211051274,Belgrave - Selby,296.8027119,14.14219426,3.499677171,247.3355932,667.6355254,7.28375763,1213.138441,14.55229989,111.5568814,9.912094574,205.7149831,2.910765978,28.9979661,2.290366456,266.7812881,3.774824204,170.9174237,6.082311521,2810.073492
1038,1382,75.10853835,212021294,Berwick - South,784,11.17802472,2.524577002,400,1555,6.802869892,1959,11.11678584,71,5.13748191,360,2.272119302,86,3.030048446,505,3.187278465,421,6.707025649,6277
711.5691028,998.0019153,71.29937246,211051280,Montrose,228.5936465,16.08697688,4.662919349,215.1469614,478.7388295,7.932728993,1069.103565,18.73043534,77.91709306,7.80730897,131.5196323,2.850448986,23.76195037,2.575011976,177.2015213,3.840520902,128.3882124,6.834673465,1878.483487
2186.922866,3067.239992,71.29937246,211051281,Mooroolbark,702.5553397,16.08697688,4.662919349,661.228555,1471.346759,7.932728993,3285.762443,18.73043534,239.4689031,7.80730897,404.2099215,2.850448986,73.02952363,2.575011976,544.6077653,3.840520902,394.5858757,6.834673465,5773.295209
719.528339,1079.94722,66.62625038,211051282,Mount Dandenong - Olinda,284.799661,14.14219426,3.499677171,237.3330508,640.6355593,7.28375763,1164.077695,14.55229989,107.0453898,9.912094574,197.3956271,2.910765978,27.82525424,2.290366456,255.992339,3.774824204,164.005322,6.082311521,2696.430814
1676.332288,2105.649075,79.61119014,212041310,Clayton South,439.3008975,22.24144884,6.342990074,531.1547215,918.0390347,8.870773238,2536.962683,23.88831437,88.35938506,4.196301565,271.5678275,3.243032519,29.95233392,1.933348941,359.428007,4.292248923,260.5853051,8.186951066,3182.934685
835.9312148,1145.162912,72.99670692,211051283,Mount Evelyn,324.9446903,15.12387735,4.080600957,260.2071601,605.8930008,7.107048068,1312.349155,17.08115183,94.27795656,8.232711306,175.9855189,2.759826734,40.22526146,3.346292464,237.5804505,3.725766091,185.4133146,7.062485037,2625.32683
2266,2799,80.95748482,212021296,Endeavour Hills,1366,26.06555441,5.881595322,1081,2339,9.902624894,4275,19.840349,131,4.680242944,759,4.129630758,132,3.570107964,967,5.261334576,719,10.00974523,7183
728.6183729,1093.590542,66.62625038,211051284,Upwey - Tecoma,288.3976271,14.14219426,3.499677171,240.3313559,648.7289153,7.28375763,1178.783864,14.55229989,108.3977288,9.912094574,199.8893898,2.910765978,28.17677966,2.290366456,259.2263729,3.774824204,166.0772542,6.082311521,2730.495695
741.5709729,1048.759893,70.7093185,211051285,Wandin - Seville,270.4312714,16.16649403,4.396983925,217.9203449,449.5518762,6.781674955,1122.858645,18.34167262,94.51966768,9.012517385,121.3585857,2.448655037,25.6720085,2.584496782,166.5763279,3.361014486,152.5734142,7.451203875,2047.634406
1780,2321,76.69108143,211051286,Yarra Valley,968,27.58143439,8.207796819,863,1304,9.298345693,3326,25.46512518,122,5.256355019,497,4.72685402,77,4.13891082,644,6.124937603,527,12.30733302,4282
600.8356764,927.5005467,64.78008865,212011287,Beaconsfield - Officer,286.8199781,14.41760624,3.043606496,177.4046392,514.8213058,6.584961372,938.252343,13.60759494,86.01437051,9.273781111,123.9618869,2.126726821,20.55490472,1.853922056,178.0370978,3.054457143,154.3199,7.000430354,2204.434474
786,1244,63.18327974,212011288,Bunyip - Garfield,231,11.74185635,3.441963824,182,583,8.035837354,1111,16.64170162,156,12.54019293,163,3.08263793,31,2.998996645,227,4.292998835,119,5.396825397,2205
1299.164324,2005.499453,64.78008865,212011289,Emerald - Cockatoo,620.1800219,14.41760624,3.043606496,383.5953608,1113.178694,6.584961372,2028.747657,13.60759494,185.9856295,9.273781111,268.0381131,2.126726821,44.44509528,1.853922056,384.9629022,3.054457143,333.6801,7.000430354,4766.565526
676,1057,63.95458846,212011290,Koo Wee Rup,377,22.32826929,5.150244841,227,455,7.463910761,1083,19.41556113,149,14.09649953,128,2.904102818,27,3.314683342,182,4.129271194,201,11.26681614,1784
1268.669255,1510.869749,83.96946565,212011291,Pakenham - North,1025.35263,25.57109712,4.450457325,431.9428168,1218.81539,8.886477689,2299.602541,20.16705276,59.89904695,3.964540754,399.5750088,4.116960523,98.96364278,5.364842933,549.1366043,5.657945746,532.3946347,15.46191248,3443.26509
2141.330745,2550.130251,83.96946565,212011292,Pakenham - South,1730.64737,25.57109712,4.450457325,729.0571832,2057.18461,8.886477689,3881.397459,20.16705276,101.1009531,3.964540754,674.4249912,4.116960523,167.0363572,5.364842933,926.8633957,5.657945746,898.6053653,15.46191248,5811.73491
2497.87187,3756.701874,66.4910859,212021293,Berwick - North,724.5502805,16.04045696,2.797307174,423.9228007,1270.246238,6.457229079,3253.626522,16.8892225,359.2308113,9.562398703,296.8220687,1.958617232,53.27575592,1.611786493,403.3735805,2.661710597,379.7800315,6.334094948,5995.805787
1393,1598,87.17146433,212021295,Doveton,1192,49.72024452,12.10109469,863,1424,14.9438556,2973,33.50991885,21,1.314142678,638,8.946116355,123,8.725965067,817,11.4560769,574,22.11093991,2596
1026,1367,75.05486467,212021297,Hallam,739,32.55366317,7.013010145,505,1151,12.15288776,2002,22.94555874,56,4.096561814,388,5.388213735,77,5.504316273,522,7.249091675,378,13.55324489,2789
2156,2608,82.66871166,212021298,Narre Warren,1411,22.80731878,5.044242027,927,2351,9.570916789,4086,19.07473974,90,3.450920245,751,4.086543433,141,3.7736966,984,5.354405777,726,10.38032599,6994
784.1281297,1179.298126,66.4910859,212021299,Narre Warren North,227.4497195,16.04045696,2.797307174,133.0771993,398.7537625,6.457229079,1021.373478,16.8892225,112.7691887,9.562398703,93.17793132,1.958617232,16.72424408,1.611786493,126.6264195,2.661710597,119.2199685,6.334094948,1882.194213
1516.108163,1829.1287,82.88690476,212031300,Cranbourne,1253.443105,24.28442011,6.535010761,927.493459,2003.331433,10.35088953,3438.462545,21.09019575,48.31403932,2.641369048,750.568808,5.2884203,166.0369802,5.936898684,992.1390046,6.990495737,651.8992911,13.19559229,4940.28064
889.4197206,1212.278713,73.36759371,212031301,Cranbourne East,484.1052538,20.51448287,3.224955369,208.1542651,598.443512,6.789456178,1322.585814,16.9683577,86.48663125,7.134220073,173.3397313,2.685570228,37.01334643,3.377195811,239.3041111,3.707563126,259.4598938,11.28466688,2299.225104
1291,1819,70.97306212,212031307,Narre Warren South,1560,18.45464229,3.160102036,625,2363,8.370231306,2710,12.22538007,120,6.597031336,589,2.978080159,118,2.900087759,815,4.120773055,802,10.48777298,7647
810.0111146,1104.044815,73.36759371,212031308,Pearcedale - Tooradin,440.8836763,20.51448287,3.224955369,189.5699683,545.0136589,6.789456178,1204.503549,16.9683577,78.76498683,7.134220073,157.8637236,2.685570228,33.70874436,3.377195811,217.9387136,3.707563126,236.2949605,11.28466688,2093.94715
1681.667712,2112.350925,79.61119014,212041309,Clarinda - Oakleigh South,440.6991025,22.24144884,6.342990074,532.8452785,920.9609653,8.870773238,2545.037317,23.88831437,88.64061494,4.196301565,272.4321725,3.243032519,30.04766608,1.933348941,360.571993,4.292248923,261.4146949,8.186951066,3193.065315
2923.825939,3558.692491,82.16011767,212041312,Dandenong North,1724.3843,38.01440465,8.66268135,1304.87884,2388.414334,12.18618848,5233.723208,27.63672261,145.0696246,4.076486657,887.6167235,5.892609033,137.5918089,4.914689496,1147.84471,7.620181016,915.2846416,15.24853619,6002.442662
1954.420551,3204.821897,60.98374927,212051323,Mount Waverley - North,307.8340244,11.14289706,2.798178498,279.9336596,879.7915017,6.891276634,2402.686411,17.9266558,548.2421673,17.10679048,161.8221155,1.61755169,14.88019453,0.731931197,227.3879727,2.272939012,187.862456,4.451790634,4219.930168
3262,3918,83.25676365,212041311,Dandenong,2067,35.7736923,10.19494304,1982,4368,17.3202744,6652,28.10545885,123,3.139356815,2009,10.33382471,350,9.306008368,2599,13.3686463,1082,17.10131184,6327
2257,2881,78.34085387,212041314,Keysborough,1183,25.79501991,5.138472052,774,1995,10.15318846,3764,20.61562055,123,4.26935092,616,4.089533313,69,2.358294339,770,5.111916641,650,11.78603808,5515
2549.051762,3033.495337,84.0301856,212041317,Springvale,1322.165926,34.2996249,6.425795931,895.2616261,2461.814796,13.84048141,4349.474244,25.26959022,87.85566752,2.896186009,811.7368718,5.826291819,77.33773549,2.78482576,1031.376041,7.402765596,737.4926457,14.24814726,5176.059961
3787,4517,83.83883108,212041315,Noble Park,2145,38.5221601,8.421041699,1714,3217,12.41030785,6757,26.84118535,180,3.98494576,1180,5.797449944,149,4.28557899,1503,7.384379039,1187,16.03620643,7402
986.1740614,1200.307509,82.16011767,212041316,Noble Park North,581.6156997,38.01440465,8.66268135,440.1211604,805.5856655,12.18618848,1765.276792,27.63672261,48.93037543,4.076486657,299.3832765,5.892609033,46.40819113,4.914689496,387.1552901,7.620181016,308.7153584,15.24853619,2024.557338
1570.948238,1869.504663,84.0301856,212041318,Springvale South,814.834074,34.2996249,6.425795931,551.7383739,1517.185204,13.84048141,2680.525756,25.26959022,54.14433248,2.896186009,500.2631282,5.826291819,47.66226451,2.78482576,635.6239594,7.402765596,454.5073543,14.24814726,3189.940039
1882.837362,2545.193444,73.97619881,212051319,Ashwood - Chadstone,424.9412926,13.82981662,4.914594865,590.6416708,1055.226333,6.992532247,2794.634874,18.97704244,208.4617662,8.19040952,312.2472181,2.598138009,47.21569917,1.961923575,412.9146522,3.435768808,261.0226388,6.19384843,4214.223867
1618,2174,74.425023,212051320,Clayton,406,18.91763645,2.404302551,373,1530,8.663646659,2247,12.63779528,135,6.20975161,334,2.152914349,42,0.687977082,436,2.810391186,253,7.305804216,3463
2773.715459,4660.320646,59.51769566,212051321,Glen Waverley - East,433.4092998,11.98297696,2.505736982,338.1945316,1205.53343,7.044266083,3339.280775,18.09110384,724.256597,15.54091772,219.0459966,1.622946568,13.00748199,0.466725114,308.0171734,2.282148144,263.7917347,4.410997042,5980.319918
2460.33194,3518.341184,69.928748,212051322,Glen Waverley - West,473.2391443,13.65097384,3.160332921,413.3807876,1242.188802,7.50703398,3172.492901,18.81942337,384.2190242,10.9204595,289.5711953,2.213797566,35.812692,1.390288376,397.0092713,3.035171222,282.9202668,5.455801105,5185.677801
1002.881146,1172.141941,85.55970149,213011328,Ardeer - Albion,645.3341171,46.78292377,6.596199354,341.364472,940.7751176,14.35291763,1743.561137,27.16062,42.4245404,3.619402985,455.9544677,8.810426427,51.17186832,5.196370793,556.3300556,10.74998793,347.9249679,18.73748675,1856.839034
2248.579449,3687.178103,60.98374927,212051324,Mount Waverley - South,354.1659756,11.14289706,2.798178498,322.0663404,1012.208498,6.891276634,2764.313589,17.9266558,630.7578327,17.10679048,186.1778845,1.61755169,17.11980547,0.731931197,261.6120273,2.272939012,216.137544,4.451790634,4855.069832
3033,3429,88.45144357,214011372,Frankston North,1506,41.59241456,11.86372215,1478,2123,13.20355744,5838,36.28791646,138,4.024496938,1152,9.246960705,227,9.24964795,1447,11.61488901,836,16.40180498,5097
2348.66806,3358.658816,69.928748,212051325,Mulgrave,451.7608557,13.65097384,3.160332921,394.6192124,1185.811198,7.50703398,3028.507099,18.81942337,366.7809758,10.9204595,276.4288047,2.213797566,34.187308,1.390288376,378.9907287,3.035171222,270.0797332,5.455801105,4950.322199
2344.162638,3168.806556,73.97619881,212051326,Oakleigh - Huntingdale,529.0587074,13.82981662,4.914594865,735.3583292,1313.773667,6.992532247,3479.365126,18.97704244,259.5382338,8.19040952,388.7527819,2.598138009,58.78430083,1.961923575,514.0853478,3.435768808,324.9773612,6.19384843,5246.776133
342,518,66.02316602,213011329,Cairnlea,603,24.35573154,3.574464815,244,979,10.52461836,1020,13.6,null,null,351,5.141955533,27,2.115661289,438,6.416457332,317,13.64614722,2323
2557.284541,4296.679354,59.51769566,212051327,Wheelers Hill,399.5907002,11.98297696,2.505736982,311.8054684,1111.46657,7.044266083,3078.719225,18.09110384,667.743403,15.54091772,201.9540034,1.622946568,11.99251801,0.466725114,283.9828266,2.282148144,243.2082653,4.410997042,5513.680082
1687,2000,84.35,213011330,Deer Park - Derrimut,1456,24.61388694,5.272012919,920,2586,11.06736283,3887,19.71495232,68,3.4,1022,5.856518699,146,5.084202594,1285,7.36362674,769,12.90918247,5957
703,812,86.57635468,213011331,Delahey,413,22.09392523,6.55363393,397,1007,12.7034187,1562,22.29517556,null,null,384,6.339031308,54,4.085622868,470,7.758710195,221,10.0591716,2197
2328.551846,2766.648166,84.16508739,213011334,St Albans - North,1856.083608,47.41719234,9.018448271,1192.530806,2462.544072,14.36924227,4887.803351,30.1354118,53.01431524,1.916192883,1246.127696,9.423771788,131.6619258,5.340368033,1486.731126,11.24332193,993.2901922,19.61348211,5064.323543
1479,1833,80.68739771,213011332,Keilor Downs,682,27.94346924,6.208240907,598,1316,10.90035617,2708,23.26260631,67,3.655210038,480,4.983203404,67,3.369614245,603,6.260149276,359,9.464803586,3793
1668.448154,1982.351834,84.16508739,213011333,Kings Park (Vic.),1329.916392,47.41719234,9.018448271,854.4691945,1764.455928,14.36924227,3502.196649,30.1354118,37.98568476,1.916192883,892.8723043,9.423771788,94.33807423,5.340368033,1065.268874,11.24332193,711.7098078,19.61348211,3628.676457
2306.514435,2642.227007,87.29433272,213011335,St Albans - South,1518.555969,45.65412833,7.366427917,829.620637,2391.650177,16.39418898,4187.953958,29.637226,57.36096107,2.170932358,1124.274837,9.982742926,114.1181226,5.305727503,1321.113503,11.73052713,816.337046,19.57151129,4171.047569
1513.485565,1733.772993,87.29433272,213011337,Sunshine North,996.4440305,45.65412833,7.366427917,544.379363,1569.349823,16.39418898,2748.046042,29.637226,37.63903893,2.170932358,737.725163,9.982742926,74.88187744,5.305727503,866.8864966,11.73052713,535.662954,19.57151129,2736.952431
1237.741037,1446.6402,85.55970149,213011336,Sunshine,796.4617969,46.78292377,6.596199354,421.3069688,1161.090698,14.35291763,2151.877298,27.16062,52.35973859,3.619402985,562.7322421,8.810426427,63.15556098,5.196370793,686.614304,10.74998793,429.4038356,18.73748675,2291.683198
2345.377817,2741.217859,85.55970149,213011338,Sunshine West,1509.204086,46.78292377,6.596199354,798.3285592,2200.134184,14.35291763,4077.561565,27.16062,99.215721,3.619402985,1066.31329,8.810426427,119.6725707,5.196370793,1301.05564,10.74998793,813.6711965,18.73748675,4342.477768
2489,2939,84.68866962,213021343,Altona North,880,33.84318185,7.009259086,595,1240,11.18225268,3617,31.22949404,144,4.899625723,493,5.807671814,71,4.917675084,623,7.339106572,440,13.04090101,3374
301,399,75.43859649,213021345,Seabrook,267,21.65633481,3.893790492,138,382,7.996650618,598,14.86822476,22,5.513784461,126,3.555200015,null,null,162,4.570971448,148,10.82662765,1367
1280.816437,1879.707879,68.1391216,213021346,Williamstown,335.9518525,10.52842251,3.868413093,410.3957288,775.9342501,5.622795491,1963.218638,15.49412474,176.5656043,9.393247017,274.8696975,2.590937142,29.58666882,1.847251237,362.1980909,3.414099463,197.0853907,5.040888563,3909.735124
1403.183563,2059.292121,68.1391216,213021344,Newport,368.0481475,10.52842251,3.868413093,449.6042712,850.0657499,5.622795491,2150.781362,15.49412474,193.4343957,9.393247017,301.1303025,2.590937142,32.41333118,1.847251237,396.8019091,3.414099463,215.9146093,5.040888563,4283.264876
1574,1796,87.63919822,213031347,Braybrook,1291,37.61481142,7.056032615,864,2292,14.62014416,3307,23.23310384,38,2.115812918,1059,8.648539976,125,4.837758306,1303,10.64121585,699,18.82574737,3713
1254.928345,1460.144576,85.94548552,213031352,Yarraville,394.2639103,13.84929991,3.759543345,393.6420429,938.3978558,7.04646276,1926.545101,15.99132814,69.64914503,4.770017036,350.1113272,3.343796056,41.04324618,3.233469317,452.0975753,4.317832562,233.2002624,6.364562118,3664.042522
1228.290872,1484.654334,82.73244782,213031348,Footscray,519.4881577,23.90702213,5.408963728,606.8207656,1506.064908,11.2462134,2256.5619,17.61833539,49.58238382,3.339658444,663.1643836,5.911188773,68.17577775,3.553188032,826.5608757,7.367641401,312.1436436,10.22517534,3052.697222
1826,2370,77.0464135,213041353,Bacchus Marsh,942,21.33008162,5.245949443,637,1327,8.013768947,3177,21.43869357,151,6.371308017,459,3.780048343,115,5.194918189,613,5.048299856,496,10.5734385,4691
1226,1611,76.10180012,213041354,Caroline Springs,1781,21.77744346,2.755752374,545,2124,7.597925237,2665,12.21132698,70,4.34512725,645,3.261395011,86,2.708820765,815,4.120987494,936,13.1092437,7140
691.7579901,821.5879318,84.19768151,213041355,Hillside,797.5267843,16.18300771,2.857558611,324.825491,1189.021705,7.296665436,1452.691779,11.64650565,39.60063857,4.820012203,305.7770826,2.689985729,50.12739059,2.603014135,412.0471506,3.624866015,426.08282,10.07228345,4230.250492
1656.883693,2090.071897,79.27400468,213041356,Melton,1742.542378,38.879015,7.817306111,1070.488815,1953.996958,10.75054534,3913.867655,24.4227245,63.63216547,3.044496487,843.3709316,6.158764714,205.5808423,7.932926094,1076.852031,7.863773866,902.1083151,19.38571579,4653.469209
1479.223377,1865.962724,79.27400468,213041357,Melton South,1555.69726,38.879015,7.817306111,955.70503,1744.4785,10.75054534,3494.200924,24.4227245,56.80916959,3.044496487,752.9399939,6.158764714,183.5373171,7.932926094,961.385947,7.863773866,805.3792274,19.38571579,4154.498272
644,949,67.86090622,213031349,Maribyrnong,359,18.85352894,2.338292543,206,934,8.717565802,1033,10.47348677,68,7.165437302,231,2.62206591,24,1.47072594,322,3.655000965,214,8.240277243,2597
763.0716548,887.8554239,85.94548552,213031350,Seddon - Kingsville,239.7360897,13.84929991,3.759543345,239.3579571,570.6021442,7.04646276,1171.454899,15.99132814,42.35085497,4.770017036,212.8886728,3.343796056,24.95675382,3.233469317,274.9024247,4.317832562,141.7997376,6.364562118,2227.957478
817.7947255,1064.581125,76.81845062,213051361,Hoppers Crossing - North,1477.570609,26.85408259,2.913035198,450.7629126,1934.629093,9.222965875,2011.435064,11.93411026,64.84438547,6.091070373,564.712755,3.649430967,108.2838282,3.806847345,742.8774258,4.800812198,720.2133687,14.5030426,4965.946724
2038.17232,2688.339691,75.81528208,213051362,Hoppers Crossing - South,1332.971097,34.99834031,5.223594405,699.4418669,1873.070763,10.89075755,3414.018627,20.88716624,203.4972678,7.569626279,693.0425817,5.175803057,139.5044163,5.358517776,907.4186342,6.776813236,669.3652267,13.1771227,5079.752552
453,479,94.57202505,213051363,Laverton,298,21.84382053,6.259754175,290,721,12.02267801,1050,20.30947776,null,null,387,8.35353402,55,7.201122791,463,9.994021321,165,12.46223565,1324
868,1232,70.45454545,213051364,Point Cook,1878,15.85505994,1.364604877,374,2345,5.974217874,1911,6.571752811,95,7.711038961,540,1.970285117,91,2.652132683,739,2.69637167,1010,11.12212311,9081
853,1223,69.74652494,213051365,Tarneit,1738,22.07166124,2.139525444,408,2320,8.610451306,2169,10.49956433,74,6.050695012,598,3.135873078,128,3.893359247,820,4.300026628,846,14.21848739,5950
481.2052745,626.4188754,76.81845062,213051366,Truganina,869.4293913,26.85408259,2.913035198,265.2370874,1138.370907,9.222965875,1183.564936,11.93411026,38.15561453,6.091070373,332.287245,3.649430967,63.71617184,3.806847345,437.1225742,4.800812198,423.7866313,14.5030426,2922.053276
2792,3533,79.02632324,213051367,Werribee,1713,24.76029924,6.084026298,1312,3286,11.53670611,5609,21.95303327,156,4.415510897,1430,6.631217688,297,7.001964396,1806,8.374810591,919,11.65208571,7887
1146.82768,1512.660309,75.81528208,213051368,Werribee - South,750.0289033,34.99834031,5.223594405,393.5581331,1053.929237,10.89075755,1920.981373,20.88716624,114.5027322,7.569626279,389.9574183,5.175803057,78.49558374,5.358517776,510.5813658,6.776813236,376.6347733,13.1771227,2858.247448
856,1208,70.86092715,213051369,Wyndham Vale,1677,27.97794231,3.829037743,542,1864,9.251079458,2347,14.99201533,42,3.476821192,641,4.528437626,147,6.317167284,817,5.771815196,811,17.18220339,4720
2131.677372,2657.117622,80.22517912,214011370,Carrum Downs,1152.052226,28.61749693,6.599123816,899.6668468,1710.128517,9.684275373,3812.433452,23.06199,93.01271512,3.500511771,683.1811122,5.011184712,149.5818518,6.56021869,937.1982933,6.874419792,664.143422,13.2963084,4994.945982
2804,3646,76.90619857,214011371,Frankston,1236,31.25809757,9.996773874,1495,2087,11.03707229,5292,28.11454072,213,5.842018651,1019,6.813854567,217,7.66561089,1304,8.719594068,715,12.96934518,5513
2320,3574,64.91326245,214011373,Frankston South,1007,27.65892717,3.02406236,341,938,6.28812764,2863,18.9602649,349,9.764969222,258,2.288000261,44,2.060675185,358,3.174822068,582,11.89697465,4892
1787.322628,2227.882378,80.22517912,214011375,Seaford (Vic.),965.9477741,28.61749693,6.599123816,754.3331532,1433.871483,9.684275373,3196.566548,23.06199,77.98728488,3.500511771,572.8188878,5.011184712,125.4181482,6.56021869,785.8017067,6.874419792,556.856578,13.2963084,4188.054018
804.1469983,1073.898572,74.88109394,214011376,Skye - Sandhurst,497.3644396,19.07928432,3.216436954,247.7245219,723.7003752,7.020314629,1310.769184,14.6705731,70.86964415,6.599286564,203.6704188,2.644441723,38.62714839,2.744962213,275.4977608,3.577042644,276.7746914,9.274711168,2984.186638
2076,2797,74.22238112,214021377,Dromana,465,27.62154265,6.865328873,372,615,8.659532526,2721,32.70432692,269,9.617447265,258,4.761437767,36,4.565449195,329,6.071755912,265,10.40439733,2547
652.3786074,1187.980731,54.91491491,214021378,Flinders,132.4735269,10.59257267,2.729010995,88.94990856,249.4878451,5.531825133,809.1112003,17.87046278,163.6297783,13.77377377,62.55033677,1.919063882,7.848521344,1.446354386,84.9067309,2.604965041,75.63120567,5.207139348,1452.452117
2605,3451,75.48536656,214021379,Hastings - Somers,1228,29.52343093,7.169749287,979,1685,9.458852588,4418,25.4801315,276,7.997681831,703,5.148451225,158,5.210064828,905,6.627807053,698,13.12030075,5320
3308.716994,4575.071629,72.32055064,214021380,Mornington,912.0902388,19.9084339,5.296772919,756.8886938,1471.603055,7.798206144,4620.057584,24.10727385,379.0066713,8.284169125,504.9673455,3.533805409,95.59515449,3.872702736,669.7284059,4.686817642,539.8314607,8.725686239,6186.693469
1790,3590,49.86072423,214021381,Mount Eliza,286,7.25871477,2.484551586,265,697,4.772011502,2165,14.88688716,569,15.84958217,129,1.209460961,null,null,178,1.668868612,164,3.422370618,4792
2090.621393,3807.019269,54.91491491,214021382,Mount Martha,424.5264731,10.59257267,2.729010995,285.0500914,799.5121549,5.531825133,2592.8888,17.87046278,524.3702217,13.77377377,200.4496632,1.919063882,25.15147866,1.446354386,272.0932691,2.604965041,242.3687943,5.207139348,4654.547883
3179,4831,65.80418133,214021383,Point Nepean,841,30.32828802,7.524021101,681,1148,9.709066306,4373,31.18448264,506,10.47402194,429,4.739801839,54,4.358313764,588,6.496511611,479,11.36148008,4216
5175,6641,77.92501129,214021384,Rosebud - McCrae,1082,33.62576762,11.06842996,1188,1508,10.80926098,7071,40.23328592,358,5.390754404,764,7.118081221,140,8.096090922,974,9.074621871,622,11.92256086,5217
2575.283006,3560.928371,72.32055064,214021385,Somerville,709.9097612,19.9084339,5.296772919,589.1113062,1145.396945,7.798206144,3595.942416,24.10727385,294.9933287,8.284169125,393.0326545,3.533805409,74.40484551,3.872702736,521.2715941,4.686817642,420.1685393,8.725686239,4815.306531
